Date,Mileage,Time,Month,Day,numRun,highest,onePerYear,firstRun,numYear
2/27/14,3.34,22:37,2,27,1,0,FALSE,1,1
2/27/15,4.91,32:36:00,2,27,2,0,FALSE,1,2
2/27/16,4.45,33:19:00,2,27,3,0,FALSE,1,3
2/27/19,8,,2,27,4,0,FALSE,1,4
2/27/20,7.41,52:38:00,2,27,5,0,FALSE,1,5
2/27/21,10,1:07:32,2,27,6,1,FALSE,1,6
2/28/15,6.25,41:13:00,2,28,1,0,FALSE,1,1
2/28/16,4.28,,2,28,3,0,FALSE,1,2
2/28/16,3.1,16:01,2,28,2,0,TRUE,0,2
2/28/17,8,57:41:00,2,28,4,0,FALSE,1,3
2/28/18,9.27,1:09:48,2,28,5,0,FALSE,1,4
2/28/19,12.22,,2,28,6,0,FALSE,1,5
2/28/20,8.15,55:24:00,2,28,7,1,FALSE,1,6
2/29/20,9.88,1:08:13,2,29,1,1,FALSE,1,1
3/1/14,4.28,29:35:00,3,1,1,0,FALSE,1,1
3/1/15,4.1,30:39:00,3,1,2,0,FALSE,1,2
3/1/16,9.38,1:09:24,3,1,3,0,FALSE,1,3
3/1/17,8.07,1:00:45,3,1,4,0,FALSE,1,4
3/1/18,10,1:11:14,3,1,5,0,FALSE,1,5
3/1/19,8,,3,1,6,0,FALSE,1,6
3/1/20,16.23,1:46:56,3,1,7,0,FALSE,1,7
3/1/21,8.37,59:13:00,3,1,8,1,FALSE,1,8
3/2/14,5.36,37:01:00,3,2,1,0,FALSE,1,1
3/2/15,4.13,,3,2,2,0,FALSE,1,2
3/2/16,6.82,48:50:00,3,2,3,0,FALSE,1,3
3/2/17,7.75,,3,2,4,0,FALSE,1,4
3/2/18,10.1,1:13:37,3,2,5,0,FALSE,1,5
3/2/19,7,,3,2,6,0,FALSE,1,6
3/2/20,5.05,41:03:00,3,2,7,0,FALSE,1,7
3/2/21,6.3,45:54:00,3,2,8,1,FALSE,1,8
3/3/12,4.25,31:10:00,3,3,1,0,FALSE,1,1
3/3/13,3.75,,3,3,2,0,FALSE,1,2
3/3/15,4.72,37:53:00,3,3,3,0,FALSE,1,3
3/3/16,8.42,1:02:02,3,3,4,0,FALSE,1,4
3/3/17,7,52:54:00,3,3,5,0,FALSE,1,5
3/3/18,10.6,,3,3,6,0,FALSE,1,6
3/3/19,14,,3,3,7,0,FALSE,1,7
3/3/20,8.27,59:25:00,3,3,8,0,FALSE,1,8
3/3/21,9.03,59:59:00,3,3,9,1,FALSE,1,9
3/4/14,3.96,26:31:00,3,4,1,0,FALSE,1,1
3/4/15,4.37,36:16:00,3,4,2,0,FALSE,1,2
3/4/16,8.92,,3,4,3,0,FALSE,1,3
3/4/17,7.6,,3,4,5,0,FALSE,1,4
3/4/17,1.86,8:56,3,4,4,0,TRUE,0,4
3/4/18,14.18,1:49:46,3,4,6,0,FALSE,1,5
3/4/19,8,,3,4,7,0,FALSE,1,6
3/4/20,9.42,1:09:07,3,4,8,0,FALSE,1,7
3/4/21,4.05,30:46:00,3,4,9,1,FALSE,1,8
3/5/16,7.14,53:56:00,3,5,1,0,FALSE,1,1
3/5/17,8,55:16:00,3,5,2,0,FALSE,1,2
3/5/18,8,59:05:00,3,5,3,0,FALSE,1,3
3/5/19,8,,3,5,4,0,FALSE,1,4
3/5/20,8.05,58:14:00,3,5,5,0,FALSE,1,5
3/5/21,6.29,40:42:00,3,5,6,1,FALSE,1,6
3/6/15,1.79,,3,6,1,0,FALSE,1,1
3/6/16,11.16,1:06:42,3,6,2,0,FALSE,1,2
3/6/17,8.18,1:00:03,3,6,3,0,FALSE,1,3
3/6/18,10.67,,3,6,5,0,FALSE,1,4
3/6/18,4,28:39:00,3,6,4,0,TRUE,0,4
3/6/19,8,,3,6,6,0,FALSE,1,5
3/6/20,10.21,1:11:44,3,6,7,0,FALSE,1,6
3/6/21,12.54,1:23:23,3,6,8,1,FALSE,1,7
3/7/14,4.11,29:51:00,3,7,1,0,FALSE,1,1
3/7/16,8.84,59:39:00,3,7,2,0,FALSE,1,2
3/7/17,10.01,1:16:33,3,7,4,0,FALSE,1,3
3/7/17,4.14,29:48:00,3,7,3,0,TRUE,0,3
3/7/18,12.02,1:28:36,3,7,5,0,FALSE,1,4
3/7/19,9.6,,3,7,6,0,FALSE,1,5
3/7/20,1.29,9:22,3,7,8,1,FALSE,1,6
3/7/20,8.11,57:36:00,3,7,7,0,TRUE,0,6
3/8/15,3.89,31:50:00,3,8,1,0,FALSE,1,1
3/8/16,8.62,,3,8,2,0,FALSE,1,2
3/8/17,9.44,1:03:24,3,8,3,0,FALSE,1,3
3/8/18,12,1:32:44,3,8,5,0,FALSE,1,4
3/8/18,4.16,28:20:00,3,8,4,0,TRUE,0,4
3/8/19,8.83,,3,8,6,0,FALSE,1,5
3/8/20,15.01,1:49:09,3,8,7,1,FALSE,1,6
3/9/14,3.28,21:54,3,9,1,0,FALSE,1,1
3/9/15,1.99,10:28,3,9,3,0,FALSE,1,2
3/9/15,0.5,2:17,3,9,2,0,TRUE,0,2
3/9/16,7,,3,9,4,0,FALSE,1,3
3/9/17,9,1:09:46,3,9,6,0,FALSE,1,4
3/9/17,4,29:03:00,3,9,5,0,TRUE,0,4
3/9/18,10,1:10:45,3,9,7,0,FALSE,1,5
3/9/19,15.48,,3,9,8,0,FALSE,1,6
3/9/20,6.32,46:44:00,3,9,9,0,FALSE,1,7
3/9/21,6.25,48:44:00,3,9,10,1,FALSE,1,8
3/10/13,7.9,1:08:26,3,10,1,0,FALSE,1,1
3/10/14,3.36,23:31,3,10,2,0,FALSE,1,2
3/10/15,1.06,8:36,3,10,3,0,FALSE,1,3
3/10/16,8.25,1:02:42,3,10,4,0,FALSE,1,4
3/10/17,8.18,58:53:00,3,10,5,0,FALSE,1,5
3/10/18,15.23,1:54:59,3,10,6,0,FALSE,1,6
3/10/19,5.82,,3,10,7,0,FALSE,1,7
3/10/20,8.03,57:57:00,3,10,8,1,FALSE,1,8
3/11/14,4.24,35:50:00,3,11,1,0,FALSE,1,1
3/11/15,6,47:34:00,3,11,2,0,FALSE,1,2
3/11/16,8,,3,11,3,0,FALSE,1,3
3/11/17,8.45,,3,11,4,0,FALSE,1,4
3/11/18,8.36,1:00:41,3,11,5,0,FALSE,1,5
3/11/19,5.3,,3,11,6,0,FALSE,1,6
3/11/20,10,1:14:53,3,11,7,1,FALSE,1,7
3/12/12,2,13:13,3,12,1,0,FALSE,1,1
3/12/15,4.98,39:04:00,3,12,2,0,FALSE,1,2
3/12/16,13,1:36:58,3,12,3,0,FALSE,1,3
3/12/17,12.04,1:24:44,3,12,4,0,FALSE,1,4
3/12/18,8.33,1:01:49,3,12,5,0,FALSE,1,5
3/12/19,9,,3,12,6,0,FALSE,1,6
3/12/20,7,52:10:00,3,12,7,1,FALSE,1,7
3/13/10,3,29:28:00,3,13,1,0,FALSE,1,1
3/13/11,2.18,19:17,3,13,2,0,FALSE,1,2
3/13/13,2.75,19:14,3,13,3,0,FALSE,1,3
3/13/15,2.87,18:34,3,13,4,0,FALSE,1,4
3/13/17,8.06,59:23:00,3,13,5,0,FALSE,1,5
3/13/18,11.13,,3,13,7,0,FALSE,1,6
3/13/18,4.25,30:34:00,3,13,6,0,TRUE,0,6
3/13/19,8,,3,13,8,1,FALSE,1,7
3/14/15,5.9,49:36:00,3,14,1,0,FALSE,1,1
3/14/16,9.22,1:07:25,3,14,2,0,FALSE,1,2
3/14/17,8,,3,14,4,0,FALSE,1,3
3/14/17,3.97,34:47:00,3,14,3,0,TRUE,0,3
3/14/18,10.25,1:16:10,3,14,5,0,FALSE,1,4
3/14/19,7,,3,14,6,0,FALSE,1,5
3/14/20,8.02,54:33:00,3,14,7,1,FALSE,1,6
3/15/10,3,28:00:00,3,15,1,0,FALSE,1,1
3/15/14,2.74,22:45,3,15,2,0,FALSE,1,2
3/15/16,7.04,,3,15,3,0,FALSE,1,3
3/15/17,8.39,1:05:44,3,15,4,0,FALSE,1,4
3/15/18,7.02,48:54:00,3,15,5,0,FALSE,1,5
3/15/19,4.9,,3,15,7,0,FALSE,1,6
3/15/19,3.11,15:46,3,15,6,0,TRUE,0,6
3/15/20,12.64,1:29:18,3,15,8,1,FALSE,1,7
3/16/10,3,30:00:00,3,16,1,0,FALSE,1,1
3/16/14,6,40:03:00,3,16,2,0,FALSE,1,2
3/16/15,4.75,31:30:00,3,16,3,0,FALSE,1,3
3/16/16,1.31,,3,16,4,0,FALSE,1,4
3/16/17,8,53:00:00,3,16,5,0,FALSE,1,5
3/16/18,5.79,,3,16,7,0,FALSE,1,6
3/16/18,6.21,32:01:00,3,16,6,0,TRUE,0,6
3/16/19,15.13,1:43:02,3,16,8,0,FALSE,1,7
3/16/20,7.02,48:46:00,3,16,9,1,FALSE,1,8
3/17/13,7.33,1:03:52,3,17,1,0,FALSE,1,1
3/17/15,5,41:05:00,3,17,2,0,FALSE,1,2
3/17/16,0.71,,3,17,3,0,FALSE,1,3
3/17/17,4.35,,3,17,5,0,FALSE,1,4
3/17/17,3.11,15:19,3,17,4,0,TRUE,0,4
3/17/18,8.01,59:57:00,3,17,6,0,FALSE,1,5
3/17/19,7,,3,17,7,0,FALSE,1,6
3/17/20,7.46,49:21:00,3,17,8,1,FALSE,1,7
3/18/12,4.1,30:49:00,3,18,1,0,FALSE,1,1
3/18/14,3.44,30:46:00,3,18,2,0,FALSE,1,2
3/18/15,6.14,49:29:00,3,18,3,0,FALSE,1,3
3/18/17,6,42:10:00,3,18,4,0,FALSE,1,4
3/18/18,16,1:50:54,3,18,5,0,FALSE,1,5
3/18/20,7.02,48:10:00,3,18,6,1,FALSE,1,6
3/19/15,3.82,34:20:00,3,19,1,0,FALSE,1,1
3/19/17,12.1,1:26:15,3,19,2,0,FALSE,1,2
3/19/19,10,,3,19,3,0,FALSE,1,3
3/19/20,6,45:11:00,3,19,4,1,FALSE,1,4
3/20/13,3.62,28:05:00,3,20,1,0,FALSE,1,1
3/20/14,4.12,27:32:00,3,20,2,0,FALSE,1,2
3/20/15,2.12,,3,20,3,0,FALSE,1,3
3/20/18,10.25,1:19:24,3,20,5,0,FALSE,1,4
3/20/18,3.23,22:16,3,20,4,0,TRUE,0,4
3/20/19,10,,3,20,6,0,FALSE,1,5
3/20/20,9.64,1:09:07,3,20,7,1,FALSE,1,6
3/21/17,10.43,1:13:26,3,21,2,0,FALSE,1,1
3/21/17,3.01,23:15,3,21,1,0,TRUE,0,1
3/21/18,9.73,1:14:07,3,21,3,0,FALSE,1,2
3/21/19,9,,3,21,4,0,FALSE,1,3
3/21/20,5.65,42:12:00,3,21,5,1,FALSE,1,4
3/22/14,5.35,35:54:00,3,22,1,0,FALSE,1,1
3/22/17,9.12,1:03:28,3,22,2,0,FALSE,1,2
3/22/18,9.9,,3,22,3,0,FALSE,1,3
3/22/19,8,,3,22,4,0,FALSE,1,4
3/22/20,13.69,1:40:23,3,22,5,1,FALSE,1,5
3/23/13,5.2,46:29:00,3,23,1,0,FALSE,1,1
3/23/14,4.31,29:19:00,3,23,2,0,FALSE,1,2
3/23/17,10.14,1:10:46,3,23,4,0,FALSE,1,3
3/23/17,4.1,31:48:00,3,23,3,0,TRUE,0,3
3/23/18,10,1:09:31,3,23,6,0,FALSE,1,4
3/23/18,4,28:37:00,3,23,5,0,TRUE,0,4
3/23/19,10,,3,23,7,1,FALSE,1,5
3/24/17,10.29,1:07:52,3,24,1,0,FALSE,1,1
3/24/18,10,1:11:52,3,24,2,0,FALSE,1,2
3/24/19,15.17,,3,24,3,0,FALSE,1,3
3/24/20,8.13,53:06:00,3,24,4,1,FALSE,1,4
3/25/12,4.1,31:30:00,3,25,1,0,FALSE,1,1
3/25/16,1.92,13:19,3,25,2,0,FALSE,1,2
3/25/17,8.07,1:00:46,3,25,3,0,FALSE,1,3
3/25/18,14,1:41:33,3,25,4,0,FALSE,1,4
3/25/19,5.4,,3,25,5,0,FALSE,1,5
3/25/20,8.12,53:52:00,3,25,6,1,FALSE,1,6
3/26/13,5,43:47:00,3,26,1,0,FALSE,1,1
3/26/14,3.84,28:13:00,3,26,2,0,FALSE,1,2
3/26/16,2.03,15:00,3,26,3,0,FALSE,1,3
3/26/18,8.05,1:03:35,3,26,4,0,FALSE,1,4
3/26/19,7.25,,3,26,5,0,FALSE,1,5
3/26/20,7.14,47:49:00,3,26,6,1,FALSE,1,6
3/27/12,3.1,24:53:00,3,27,1,0,FALSE,1,1
3/27/14,4.66,43:58:00,3,27,2,0,FALSE,1,2
3/27/17,8,55:53:00,3,27,3,0,FALSE,1,3
3/27/18,10,,3,27,5,0,FALSE,1,4
3/27/18,4,29:06:00,3,27,4,0,TRUE,0,4
3/27/19,9,,3,27,6,0,FALSE,1,5
3/27/20,9.52,1:09:19,3,27,7,1,FALSE,1,6
3/28/16,3.45,24:45:00,3,28,1,0,FALSE,1,1
3/28/17,9.35,,3,28,3,0,FALSE,1,2
3/28/17,4,29:59:00,3,28,2,0,TRUE,0,2
3/28/18,10.29,1:20:15,3,28,4,0,FALSE,1,3
3/28/19,8,,3,28,5,0,FALSE,1,4
3/28/20,7.14,49:18:00,3,28,6,1,FALSE,1,5
3/29/16,4.26,30:00:00,3,29,1,0,FALSE,1,1
3/29/17,8.02,1:00:04,3,29,2,0,FALSE,1,2
3/29/18,9,1:06:39,3,29,4,0,FALSE,1,3
3/29/18,4.05,30:15:00,3,29,3,0,TRUE,0,3
3/29/19,2.91,,3,29,6,0,FALSE,1,4
3/29/19,3.11,15:05,3,29,5,0,TRUE,0,4
3/29/20,14,1:39:43,3,29,7,1,FALSE,1,5
3/30/14,4.99,34:38:00,3,30,1,0,FALSE,1,1
3/30/15,4.43,32:13:00,3,30,2,0,FALSE,1,2
3/30/16,4.3,32:00:00,3,30,3,0,FALSE,1,3
3/30/17,6.06,44:51:00,3,30,4,0,FALSE,1,4
3/30/18,7.61,58:13:00,3,30,5,0,FALSE,1,5
3/30/19,4,,3,30,7,1,FALSE,1,6
3/30/19,1.24,,3,30,6,0,TRUE,0,6
3/31/15,5.23,43:33:00,3,31,1,0,FALSE,1,1
3/31/16,5.56,40:00:00,3,31,2,0,FALSE,1,2
3/31/17,4.65,,3,31,4,0,FALSE,1,3
3/31/17,3.11,15:43,3,31,3,0,TRUE,0,3
3/31/18,6.16,,3,31,6,0,FALSE,1,4
3/31/18,3.11,15:49,3,31,5,0,TRUE,0,4
3/31/19,7.03,,3,31,7,0,FALSE,1,5
3/31/20,6.5,45:13:00,3,31,8,0,FALSE,1,6
3/31/21,3.08,23:55,3,31,9,1,FALSE,1,7
4/1/12,4.28,32:26:00,4,1,1,0,FALSE,1,1
4/1/13,7,1:00:36,4,1,2,0,FALSE,1,2
4/1/14,5.07,44:51:00,4,1,3,0,FALSE,1,3
4/1/16,4.43,30:00:00,4,1,4,0,FALSE,1,4
4/1/17,7,50:01:00,4,1,5,0,FALSE,1,5
4/1/18,14.05,1:38:34,4,1,6,0,FALSE,1,6
4/1/19,15,1:40:00,4,1,7,0,FALSE,1,7
4/1/20,8.05,49:48:00,4,1,8,0,FALSE,1,8
4/1/21,4.1,29:50:00,4,1,9,1,FALSE,1,9
4/2/11,3.2,23:17,4,2,1,0,FALSE,1,1
4/2/15,5.15,41:14:00,4,2,2,0,FALSE,1,2
4/2/16,5.72,39:34:00,4,2,3,0,FALSE,1,3
4/2/17,10,1:16:00,4,2,4,0,FALSE,1,4
4/2/20,6.5,,4,2,5,1,FALSE,1,5
4/3/12,4.6,32:33:00,4,3,1,0,FALSE,1,1
4/3/15,5.9,49:04:00,4,3,2,0,FALSE,1,2
4/3/18,10,1:12:28,4,3,3,0,FALSE,1,3
4/3/19,9.03,,4,3,4,0,FALSE,1,4
4/3/20,7.14,49:18:00,4,3,5,1,FALSE,1,5
4/4/10,2.6,22:02,4,4,1,0,FALSE,1,1
4/4/14,4.44,31:54:00,4,4,2,0,FALSE,1,2
4/4/16,5.2,39:24:00,4,4,3,0,FALSE,1,3
4/4/17,9.59,1:12:19,4,4,5,0,FALSE,1,4
4/4/17,3,22:14,4,4,4,0,TRUE,0,4
4/4/18,10,1:08:49,4,4,6,0,FALSE,1,5
4/4/20,15.2,1:47:10,4,4,7,0,FALSE,1,6
4/4/21,4.41,30:17:00,4,4,8,1,FALSE,1,7
4/5/12,4.28,29:22:00,4,5,2,0,FALSE,1,1
4/5/12,4.1,32:22:00,4,5,1,0,TRUE,0,1
4/5/15,4.5,,4,5,3,0,FALSE,1,2
4/5/16,6.28,45:00:00,4,5,4,0,FALSE,1,3
4/5/17,8.06,1:01:25,4,5,5,0,FALSE,1,4
4/5/18,4.1,30:19:00,4,5,7,0,FALSE,1,5
4/5/18,10,1:11:38,4,5,6,0,TRUE,0,5
4/5/19,8,,4,5,8,0,FALSE,1,6
4/5/20,8.05,52:43:00,4,5,9,1,FALSE,1,7
4/6/13,4.3,40:39:00,4,6,1,0,FALSE,1,1
4/6/15,3.58,28:45:00,4,6,2,0,FALSE,1,2
4/6/16,5.34,40:00:00,4,6,3,0,FALSE,1,3
4/6/17,9,,4,6,4,0,FALSE,1,4
4/6/18,10,1:16:23,4,6,5,0,FALSE,1,5
4/6/19,6.35,,4,6,6,0,FALSE,1,6
4/6/21,5,37:00:00,4,6,7,1,FALSE,1,7
4/7/13,3.62,25:23:00,4,7,1,0,FALSE,1,1
4/7/15,6.36,48:00:00,4,7,2,0,FALSE,1,2
4/7/16,4.78,35:00:00,4,7,3,0,FALSE,1,3
4/7/17,8,1:02:56,4,7,4,0,FALSE,1,4
4/7/18,10,1:16:13,4,7,5,0,FALSE,1,5
4/7/19,14,,4,7,6,0,FALSE,1,6
4/7/20,8.05,57:10:00,4,7,7,1,FALSE,1,7
4/8/15,4.17,33:49:00,4,8,1,0,FALSE,1,1
4/8/16,6.14,45:00:00,4,8,2,0,FALSE,1,2
4/8/17,12.03,1:20:12,4,8,3,0,FALSE,1,3
4/8/18,15.11,1:43:57,4,8,4,0,FALSE,1,4
4/8/19,5.33,,4,8,5,0,FALSE,1,5
4/8/20,7.14,48:11:00,4,8,6,0,FALSE,1,6
4/8/21,5.13,37:37:00,4,8,7,1,FALSE,1,7
4/9/12,4.1,31:00:00,4,9,1,0,FALSE,1,1
4/9/15,1,4:47,4,9,2,0,FALSE,1,2
4/9/18,8.07,1:00:28,4,9,3,0,FALSE,1,3
4/9/19,10,,4,9,4,0,FALSE,1,4
4/9/20,5.68,33:44:00,4,9,5,0,FALSE,1,5
4/9/21,5.12,35:45:00,4,9,6,1,FALSE,1,6
4/10/15,0.4,,4,10,1,0,FALSE,1,1
4/10/16,6.14,46:48:00,4,10,2,0,FALSE,1,2
4/10/17,8,53:41:00,4,10,3,0,FALSE,1,3
4/10/18,9.61,,4,10,5,0,FALSE,1,4
4/10/18,4.12,28:37:00,4,10,4,0,TRUE,0,4
4/10/19,8.6,,4,10,6,0,FALSE,1,5
4/10/20,10.61,1:09:41,4,10,7,0,FALSE,1,6
4/10/21,5.2,39:04:00,4,10,8,1,FALSE,1,7
4/11/13,4.18,35:32:00,4,11,1,0,FALSE,1,1
4/11/15,1.87,,4,11,5,0,FALSE,1,2
4/11/15,0.5,2:15,4,11,4,0,TRUE,0,2
4/11/15,0.5,2:15,4,11,3,0,TRUE,0,2
4/11/15,1.99,10:23,4,11,2,0,TRUE,0,2
4/11/16,5.87,45:15:00,4,11,6,0,FALSE,1,3
4/11/17,9.22,1:12:27,4,11,7,0,FALSE,1,4
4/11/18,10,1:18:38,4,11,8,0,FALSE,1,5
4/11/19,7.34,,4,11,9,0,FALSE,1,6
4/11/20,16,1:42:55,4,11,10,1,FALSE,1,7
4/12/16,3.86,30:02:00,4,12,1,0,FALSE,1,1
4/12/17,8.12,,4,12,2,0,FALSE,1,2
4/12/18,10.04,1:15:14,4,12,3,0,FALSE,1,3
4/12/19,8.3,,4,12,4,0,FALSE,1,4
4/12/20,5.77,41:39:00,4,12,5,1,FALSE,1,5
4/13/12,4.1,31:15:00,4,13,1,0,FALSE,1,1
4/13/15,4.19,31:38:00,4,13,2,0,FALSE,1,2
4/13/16,6.2,46:04:00,4,13,3,0,FALSE,1,3
4/13/18,6.5,,4,13,4,0,FALSE,1,4
4/13/19,8.79,,4,13,5,0,FALSE,1,5
4/13/21,5.08,36:06:00,4,13,6,1,FALSE,1,6
4/14/15,2.64,20:45,4,14,1,0,FALSE,1,1
4/14/16,3.72,30:07:00,4,14,2,0,FALSE,1,2
4/14/19,10.19,,4,14,3,0,FALSE,1,3
4/14/20,10,1:04:34,4,14,4,0,FALSE,1,4
4/14/21,5,33:48:00,4,14,5,1,FALSE,1,5
4/15/12,4.1,32:18:00,4,15,1,0,FALSE,1,1
4/15/15,6,,4,15,2,0,FALSE,1,2
4/15/18,12.01,1:31:18,4,15,3,0,FALSE,1,3
4/15/19,6.48,,4,15,4,0,FALSE,1,4
4/15/20,5.89,39:12:00,4,15,5,0,FALSE,1,5
4/15/21,5.03,37:21:00,4,15,6,1,FALSE,1,6
4/16/11,3,23:06,4,16,1,0,FALSE,1,1
4/16/14,4.11,36:27:00,4,16,2,0,FALSE,1,2
4/16/15,3.97,30:11:00,4,16,3,0,FALSE,1,3
4/16/16,6.2,50:00:00,4,16,4,0,FALSE,1,4
4/16/18,8,56:45:00,4,16,5,0,FALSE,1,5
4/16/19,7.36,,4,16,6,0,FALSE,1,6
4/16/20,7.14,47:24:00,4,16,7,0,FALSE,1,7
4/16/21,5.02,36:22:00,4,16,8,1,FALSE,1,8
4/17/13,1.12,9:00,4,17,1,0,FALSE,1,1
4/17/14,3.87,27:14:00,4,17,2,0,FALSE,1,2
4/17/16,5.91,43:45:00,4,17,3,0,FALSE,1,3
4/17/17,2.52,20:28,4,17,4,0,FALSE,1,4
4/17/18,8.37,,4,17,6,0,FALSE,1,5
4/17/18,3,22:54,4,17,5,0,TRUE,0,5
4/17/19,8,,4,17,7,0,FALSE,1,6
4/17/20,7.14,51:00:00,4,17,8,0,FALSE,1,7
4/17/21,5,35:24:00,4,17,9,1,FALSE,1,8
4/18/16,6.5,,4,18,1,0,FALSE,1,1
4/18/17,5.16,38:19:00,4,18,2,0,FALSE,1,2
4/18/18,8,58:17:00,4,18,3,0,FALSE,1,3
4/18/19,6.08,,4,18,4,0,FALSE,1,4
4/18/20,8.05,50:50:00,4,18,5,1,FALSE,1,5
4/19/11,3,32:50:00,4,19,1,0,FALSE,1,1
4/19/12,4.1,32:49:00,4,19,2,0,FALSE,1,2
4/19/14,6.2,42:14:00,4,19,3,0,FALSE,1,3
4/19/15,1.07,,4,19,5,0,FALSE,1,4
4/19/15,4.09,,4,19,4,0,TRUE,0,4
4/19/16,5.72,,4,19,6,0,FALSE,1,5
4/19/17,5.91,,4,19,7,0,FALSE,1,6
4/19/18,6.25,44:00:00,4,19,8,0,FALSE,1,7
4/19/19,4.54,,4,19,10,0,FALSE,1,8
4/19/19,6.21,32:35:00,4,19,9,0,TRUE,0,8
4/19/20,13.1,1:30:18,4,19,11,1,FALSE,1,9
4/20/15,1.41,,4,20,1,0,FALSE,1,1
4/20/16,5.43,,4,20,2,0,FALSE,1,2
4/20/17,5,36:23:00,4,20,3,0,FALSE,1,3
4/20/18,4.44,,4,20,5,0,FALSE,1,4
4/20/18,6.21,31:53:00,4,20,4,0,TRUE,0,4
4/20/19,3.75,,4,20,7,1,FALSE,1,5
4/20/19,3.11,15:12,4,20,6,0,TRUE,0,5
4/21/12,4.1,29:32:00,4,21,1,0,FALSE,1,1
4/21/13,3.62,26:36:00,4,21,2,0,FALSE,1,2
4/21/15,1.25,,4,21,6,0,FALSE,1,3
4/21/15,0.25,,4,21,5,0,TRUE,0,3
4/21/15,1,4:39,4,21,4,0,TRUE,0,3
4/21/15,0.5,,4,21,3,0,TRUE,0,3
4/21/16,3.78,29:30:00,4,21,7,0,FALSE,1,4
4/21/17,3.35,,4,21,9,0,FALSE,1,5
4/21/17,6.21,33:50:00,4,21,8,0,TRUE,0,5
4/21/18,4.31,,4,21,11,0,FALSE,1,6
4/21/18,3.11,15:52,4,21,10,0,TRUE,0,6
4/21/20,5.67,38:26:00,4,21,12,0,FALSE,1,7
4/21/21,5.5,39:22:00,4,21,13,1,FALSE,1,8
4/22/12,4.77,36:26:00,4,22,1,0,FALSE,1,1
4/22/14,5.69,48:54:00,4,22,2,0,FALSE,1,2
4/22/16,3.14,,4,22,4,0,FALSE,1,3
4/22/16,5.03,,4,22,3,0,TRUE,0,3
4/22/19,5.33,,4,22,5,0,FALSE,1,4
4/22/20,5.67,39:25:00,4,22,6,0,FALSE,1,5
4/22/21,5,33:44:00,4,22,7,1,FALSE,1,6
4/23/15,5.85,45:25:00,4,23,1,0,FALSE,1,1
4/23/18,6,44:49:00,4,23,2,0,FALSE,1,2
4/23/19,7.8,,4,23,3,0,FALSE,1,3
4/23/20,10,1:05:33,4,23,4,0,FALSE,1,4
4/23/21,5.43,37:39:00,4,23,5,1,FALSE,1,5
4/24/10,3.1,24:12:00,4,24,1,0,FALSE,1,1
4/24/14,4.69,37:00:00,4,24,2,0,FALSE,1,2
4/24/15,2.75,,4,24,3,0,FALSE,1,3
4/24/18,8.02,59:39:00,4,24,4,0,FALSE,1,4
4/24/19,8,,4,24,5,0,FALSE,1,5
4/24/20,7.14,50:07:00,4,24,6,0,FALSE,1,6
4/24/21,4.39,29:56:00,4,24,7,1,FALSE,1,7
4/25/09,3.1,29:38:00,4,25,1,0,FALSE,1,1
4/25/15,7.34,53:41:00,4,25,2,0,FALSE,1,2
4/25/18,9,1:13:46,4,25,3,0,FALSE,1,3
4/25/19,7,,4,25,4,0,FALSE,1,4
4/25/20,7.14,47:19:00,4,25,5,1,FALSE,1,5
4/26/12,4.1,31:27:00,4,26,1,0,FALSE,1,1
4/26/14,4.01,27:42:00,4,26,2,0,FALSE,1,2
4/26/15,4.22,,4,26,3,0,FALSE,1,3
4/26/18,10,,4,26,4,0,FALSE,1,4
4/26/19,6,,4,26,5,0,FALSE,1,5
4/26/20,15.22,1:39:54,4,26,6,1,FALSE,1,6
4/27/14,5.69,41:50:00,4,27,1,0,FALSE,1,1
4/27/15,5.03,42:01:00,4,27,2,0,FALSE,1,2
4/27/18,8,1:04:17,4,27,3,0,FALSE,1,3
4/27/19,11.32,,4,27,4,0,FALSE,1,4
4/27/21,3.5,27:08:00,4,27,5,1,FALSE,1,5
4/28/12,4.1,31:00:00,4,28,1,0,FALSE,1,1
4/28/13,5.66,43:57:00,4,28,2,0,FALSE,1,2
4/28/15,3.91,,4,28,3,0,FALSE,1,3
4/28/20,10,1:06:21,4,28,4,0,FALSE,1,4
4/28/21,5,37:23:00,4,28,5,1,FALSE,1,5
4/29/12,4.29,29:46:00,4,29,1,0,FALSE,1,1
4/29/14,4.07,32:04:00,4,29,2,0,FALSE,1,2
4/29/18,14,1:33:37,4,29,3,0,FALSE,1,3
4/29/19,8,,4,29,4,0,FALSE,1,4
4/29/20,5.63,41:00:00,4,29,5,0,FALSE,1,5
4/29/21,5.23,36:35:00,4,29,6,1,FALSE,1,6
4/30/15,1.99,10:21,4,30,1,0,FALSE,1,1
4/30/18,8.53,1:02:37,4,30,2,0,FALSE,1,2
4/30/19,7.55,,4,30,3,0,FALSE,1,3
4/30/20,7.64,52:17:00,4,30,4,0,FALSE,1,4
4/30/21,5.07,38:20:00,4,30,5,1,FALSE,1,5
5/1/14,6,47:14:00,5,1,1,0,FALSE,1,1
5/1/15,1.4,,5,1,2,0,FALSE,1,2
5/1/18,9.91,1:10:37,5,1,3,0,FALSE,1,3
5/1/19,8,,5,1,4,0,FALSE,1,4
5/1/20,10.76,1:16:14,5,1,5,0,FALSE,1,5
5/1/21,6.42,46:07:00,5,1,6,1,FALSE,1,6
5/2/10,3.75,42:04:00,5,2,1,0,FALSE,1,1
